,Unnamed: 0,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,src
88,88,69,Bellsprout,1,Normal,Flower Pokémon,2,Grass,Poison,0.7,4,2,Chlorophyll,,Gluttony,300,50,75,35,70,30,40,255,70,60,Medium Slow,1,Grass,,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,bellsprout.png
89,89,70,Weepinbell,1,Normal,Flycatcher Pokémon,2,Grass,Poison,1,6.4,2,Chlorophyll,,Gluttony,390,65,90,50,85,45,55,120,70,137,Medium Slow,1,Grass,,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,weepinbell.png
90,90,71,Victreebel,1,Normal,Flycatcher Pokémon,2,Grass,Poison,1.7,15.5,2,Chlorophyll,,Gluttony,490,80,105,65,100,70,70,45,70,221,Medium Slow,1,Grass,,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,victreebel.png
91,91,72,Tentacool,1,Normal,Jellyfish Pokémon,2,Water,Poison,0.9,45.5,3,Clear Body,Liquid Ooze,Rain Dish,335,40,40,35,50,100,70,190,70,67,Slow,1,Water 3,,50,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,tentacool.png
92,92,73,Tentacruel,1,Normal,Jellyfish Pokémon,2,Water,Poison,1.6,55,3,Clear Body,Liquid Ooze,Rain Dish,515,80,70,65,80,120,100,60,70,180,Slow,1,Water 3,,50,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,tentacruel.png
93,93,74,Geodude,1,Normal,Rock Pokémon,2,Rock,Ground,0.4,20,3,Rock Head,Sturdy,Sand Veil,300,40,80,100,30,30,20,255,70,60,Medium Slow,1,Mineral,,50,15,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,geodude.png
94,94,74,Alolan Geodude,1,Normal,Rock Pokémon,2,Rock,Electric,0.4,20.3,3,Magnet Pull,Sturdy,Galvanize,300,40,80,100,30,30,20,255,70,60,Medium Slow,1,Mineral,,50,15,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1,geodude-alolan.png
95,95,75,Graveler,1,Normal,Rock Pokémon,2,Rock,Ground,1,105,3,Rock Head,Sturdy,Sand Veil,390,55,95,115,45,45,35,120,70,137,Medium Slow,1,Mineral,,50,15,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,graveler.png
96,96,75,Alolan Graveler,1,Normal,Rock Pokémon,2,Rock,Electric,1,110,3,Magnet Pull,Sturdy,Galvanize,390,55,95,115,45,45,35,120,70,137,Medium Slow,1,Mineral,,50,15,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1,graveler-alolan.png
97,97,76,Golem,1,Normal,Megaton Pokémon,2,Rock,Ground,1.4,300,3,Rock Head,Sturdy,Sand Veil,495,80,120,130,55,65,45,45,70,223,Medium Slow,1,Mineral,,50,15,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,golem.png
98,98,76,Alolan Golem,1,Normal,Megaton Pokémon,2,Rock,Electric,1.7,316,3,Magnet Pull,Sturdy,Galvanize,495,80,120,130,55,65,45,45,70,223,Medium Slow,1,Mineral,,50,15,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1,golem-alolan.png
99,99,77,Ponyta,1,Normal,Fire Horse Pokémon,1,Fire,,1,30,3,Run Away,Flash Fire,Flame Body,410,50,85,55,65,65,90,190,70,82,Medium Fast,1,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,ponyta.png
100,100,77,Galarian Ponyta,1,Normal,Unique Horn Pokémon,1,Psychic,,0.8,24,3,Run Away,Pastel Veil,Anticipation,410,50,85,55,65,65,90,,,,Medium Fast,1,Field,,,20,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,ponyta-galarian.png
101,101,78,Rapidash,1,Normal,Fire Horse Pokémon,1,Fire,,1.7,95,3,Run Away,Flash Fire,Flame Body,500,65,100,70,80,80,105,60,70,175,Medium Fast,1,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,rapidash.png
102,102,78,Galarian Rapidash,1,Normal,Unique Horn Pokémon,2,Psychic,Fairy,1.7,80,3,Run Away,Pastel Veil,Anticipation,500,65,100,70,80,80,105,,,,Medium Fast,1,Field,,,20,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,rapidash-galarian.png
103,103,79,Slowpoke,1,Normal,Dopey Pokémon,2,Water,Psychic,1.2,36,3,Oblivious,Own Tempo,Regenerator,315,90,65,65,40,40,15,190,70,63,Medium Fast,2,Monster,Water 1,50,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,slowpoke.png
104,104,79,Galarian Slowpoke,1,Normal,Dopey Pokémon,1,Psychic,,1.2,36,3,Gluttony,Own Tempo,Regenerator,315,90,65,65,40,40,15,190,70,63,Medium Fast,2,Monster,Water 1,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,slowpoke-galarian.png
105,105,80,Slowbro,1,Normal,Hermit Crab Pokémon,2,Water,Psychic,1.6,78.5,3,Oblivious,Own Tempo,Regenerator,490,95,75,110,100,80,30,75,70,172,Medium Fast,2,Monster,Water 1,50,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,slowbro.png
106,106,80,Galarian Slowbro,1,Normal,Hermit Crab Pokémon,2,Poison,Psychic,1.6,70.5,3,Quick Draw,Own Tempo,Regenerator,490,95,100,95,100,70,30,75,70,172,Medium Fast,2,Monster,Water 1,50,20,1,1,1,1,0.5,1,0.25,0.5,2,1,1,1,1,2,1,2,1,0.5,slowbro-galarian.png
107,107,80,Mega Slowbro,1,Normal,Hermit Crab Pokémon,2,Water,Psychic,2,120,1,Shell Armor,,,590,95,75,180,130,80,30,75,70,207,Medium Fast,2,Monster,Water 1,50,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,slowbro-mega.png
108,108,81,Magnemite,1,Normal,Magnet Pokémon,2,Electric,Steel,0.3,6,3,Magnet Pull,Sturdy,Analytic,325,25,35,70,95,55,45,190,70,65,Medium Fast,1,Mineral,,,20,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,magnemite.png
109,109,82,Magneton,1,Normal,Magnet Pokémon,2,Electric,Steel,1,60,3,Magnet Pull,Sturdy,Analytic,465,50,60,95,120,70,70,60,70,163,Medium Fast,1,Mineral,,,20,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,magneton.png
110,110,83,Farfetch'd,1,Normal,Wild Duck Pokémon,2,Normal,Flying,0.8,15,3,Keen Eye,Inner Focus,Defiant,377,52,90,55,58,62,60,45,70,132,Medium Fast,2,Field,Flying,50,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,farfetch'd.png
111,111,83,Galarian Farfetch'd,1,Normal,Wild Duck Pokémon,1,Fighting,,0.8,42,2,Steadfast,,Scrappy,377,52,95,55,58,62,55,,,,Medium Fast,2,Field,Flying,,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,farfetch'd-galarian.png
112,112,84,Doduo,1,Normal,Twin Bird Pokémon,2,Normal,Flying,1.4,39.2,3,Run Away,Early Bird,Tangled Feet,310,35,85,45,35,35,75,190,70,62,Medium Fast,1,Flying,,50,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,doduo.png
113,113,85,Dodrio,1,Normal,Triple Bird Pokémon,2,Normal,Flying,1.8,85.2,3,Run Away,Early Bird,Tangled Feet,470,60,110,70,60,60,110,45,70,165,Medium Fast,1,Flying,,50,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,dodrio.png
114,114,86,Seel,1,Normal,Sea Lion Pokémon,1,Water,,1.1,90,3,Thick Fat,Hydration,Ice Body,325,65,45,55,45,70,45,190,70,65,Medium Fast,2,Field,Water 1,50,20,1,0.25,0.5,2,2,0.25,1,1,1,1,1,1,1,1,1,1,0.5,1,seel.png
115,115,87,Dewgong,1,Normal,Sea Lion Pokémon,2,Water,Ice,1.7,120,3,Thick Fat,Hydration,Ice Body,475,90,70,80,70,95,70,75,70,166,Medium Fast,2,Field,Water 1,50,20,1,0.5,0.5,2,2,0.125,2,1,1,1,1,1,2,1,1,1,1,1,dewgong.png
116,116,88,Grimer,1,Normal,Sludge Pokémon,1,Poison,,0.9,30,3,Stench,Sticky Hold,Poison Touch,325,80,80,50,40,50,25,190,70,65,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,grimer.png
117,117,88,Alolan Grimer,1,Normal,Sludge Pokémon,2,Poison,Dark,0.7,42,3,Poison Touch,Gluttony,Power of Alchemy,325,80,80,50,40,50,25,190,70,65,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,grimer-alolan.png
118,118,89,Muk,1,Normal,Sludge Pokémon,1,Poison,,1.2,30,3,Stench,Sticky Hold,Poison Touch,500,105,105,75,65,100,50,75,70,175,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,muk.png
119,119,89,Alolan Muk,1,Normal,Sludge Pokémon,2,Poison,Dark,1,52,3,Poison Touch,Gluttony,Power of Alchemy,500,105,105,75,65,100,50,75,70,175,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,muk-alolan.png
120,120,90,Shellder,1,Normal,Bivalve Pokémon,1,Water,,0.3,4,3,Shell Armor,Skill Link,Overcoat,305,30,65,100,45,25,40,190,70,61,Slow,1,Water 3,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,shellder.png
121,121,91,Cloyster,1,Normal,Bivalve Pokémon,2,Water,Ice,1.5,132.5,3,Shell Armor,Skill Link,Overcoat,525,50,95,180,85,45,70,60,70,184,Slow,1,Water 3,,50,20,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,cloyster.png
122,122,92,Gastly,1,Normal,Gas Pokémon,2,Ghost,Poison,1.3,0.1,1,Levitate,,,310,30,35,30,100,35,80,190,70,62,Medium Slow,1,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5,gastly.png
123,123,93,Haunter,1,Normal,Gas Pokémon,2,Ghost,Poison,1.6,0.1,1,Levitate,,,405,45,50,45,115,55,95,90,70,142,Medium Slow,1,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5,haunter.png
124,124,94,Gengar,1,Normal,Shadow Pokémon,2,Ghost,Poison,1.5,40.5,1,Cursed Body,,,500,60,65,60,130,75,110,45,70,225,Medium Slow,1,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,gengar.png
125,125,94,Mega Gengar,1,Normal,Shadow Pokémon,2,Ghost,Poison,1.4,40.5,1,Shadow Tag,,,600,60,65,80,170,95,130,45,70,270,Medium Slow,1,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,gengar-mega.png
126,126,95,Onix,1,Normal,Rock Snake Pokémon,2,Rock,Ground,8.8,210,3,Rock Head,Sturdy,Weak Armor,385,35,45,160,30,45,70,45,70,77,Medium Fast,1,Mineral,,50,25,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,onix.png
127,127,96,Drowzee,1,Normal,Hypnosis Pokémon,1,Psychic,,1,32.4,3,Insomnia,Forewarn,Inner Focus,328,60,48,45,43,90,42,190,70,66,Medium Fast,1,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,drowzee.png
128,128,97,Hypno,1,Normal,Hypnosis Pokémon,1,Psychic,,1.6,75.6,3,Insomnia,Forewarn,Inner Focus,483,85,73,70,73,115,67,75,70,169,Medium Fast,1,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,hypno.png
129,129,98,Krabby,1,Normal,River Crab Pokémon,1,Water,,0.4,6.5,3,Hyper Cutter,Shell Armor,Sheer Force,325,30,105,90,25,25,50,225,70,65,Medium Fast,1,Water 3,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,krabby.png
130,130,99,Kingler,1,Normal,Pincer Pokémon,1,Water,,1.3,60,3,Hyper Cutter,Shell Armor,Sheer Force,475,55,130,115,50,50,75,60,70,166,Medium Fast,1,Water 3,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,kingler.png
131,131,100,Voltorb,1,Normal,Ball Pokémon,1,Electric,,0.5,10.4,3,Soundproof,Static,Aftermath,330,40,30,50,55,55,100,190,70,66,Medium Fast,1,Mineral,,,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,voltorb.png
132,132,101,Electrode,1,Normal,Ball Pokémon,1,Electric,,1.2,66.6,3,Soundproof,Static,Aftermath,490,60,50,70,80,80,150,60,70,172,Medium Fast,1,Mineral,,,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,electrode.png
133,133,102,Exeggcute,1,Normal,Egg Pokémon,2,Grass,Psychic,0.4,2.5,2,Chlorophyll,,Harvest,325,60,40,80,60,45,40,90,70,65,Slow,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,exeggcute.png
134,134,103,Exeggutor,1,Normal,Coconut Pokémon,2,Grass,Psychic,2,120,2,Chlorophyll,,Harvest,530,95,95,85,125,75,55,45,70,186,Slow,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,exeggutor.png
135,135,103,Alolan Exeggutor,1,Normal,Coconut Pokémon,2,Grass,Dragon,10.9,415.6,2,Frisk,,Harvest,530,95,105,85,125,75,45,45,70,186,Slow,1,Grass,,50,20,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,exeggutor-alolan.png
136,136,104,Cubone,1,Normal,Lonely Pokémon,1,Ground,,0.4,6.5,3,Rock Head,Lightning Rod,Battle Armor,320,50,50,95,40,50,35,190,70,64,Medium Fast,1,Monster,,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,cubone.png
137,137,105,Marowak,1,Normal,Bone Keeper Pokémon,1,Ground,,1,45,3,Rock Head,Lightning Rod,Battle Armor,425,60,80,110,50,80,45,75,70,149,Medium Fast,1,Monster,,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,marowak.png
138,138,105,Alolan Marowak,1,Normal,Bone Keeper Pokémon,2,Fire,Ghost,1,34,3,Cursed Body,Lightning Rod,Rock Head,425,60,80,110,50,80,45,75,70,149,Medium Fast,1,Monster,,50,20,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,marowak-alolan.png
139,139,106,Hitmonlee,1,Normal,Kicking Pokémon,1,Fighting,,1.5,49.8,3,Limber,Reckless,Unburden,455,50,120,53,35,110,87,45,70,159,Medium Fast,1,Human-Like,,100,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,hitmonlee.png
140,140,107,Hitmonchan,1,Normal,Punching Pokémon,1,Fighting,,1.4,50.2,3,Keen Eye,Iron Fist,Inner Focus,455,50,105,79,35,110,76,45,70,159,Medium Fast,1,Human-Like,,100,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,hitmonchan.png
141,141,108,Lickitung,1,Normal,Licking Pokémon,1,Normal,,1.2,65.5,3,Own Tempo,Oblivious,Cloud Nine,385,90,55,75,60,75,30,45,70,77,Medium Fast,1,Monster,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,lickitung.png
142,142,109,Koffing,1,Normal,Poison Gas Pokémon,1,Poison,,0.6,1,3,Levitate,Neutralizing Gas,Stench,340,40,65,95,60,45,35,190,70,68,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,0,1,2,0.5,1,1,1,1,1,0.5,koffing.png
143,143,110,Weezing,1,Normal,Poison Gas Pokémon,1,Poison,,1.2,9.5,3,Levitate,Neutralizing Gas,Stench,490,65,90,120,85,70,60,60,70,172,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,0,1,2,0.5,1,1,1,1,1,0.5,weezing.png
144,144,110,Galarian Weezing,1,Normal,Poison Gas Pokémon,2,Poison,Fairy,3,16,3,Levitate,Neutralizing Gas,Misty Surge,490,65,90,120,85,70,60,,,,Medium Fast,1,Amorphous,,,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,weezing-galarian.png
145,145,111,Rhyhorn,1,Normal,Spikes Pokémon,2,Ground,Rock,1,115,3,Lightning Rod,Rock Head,Reckless,345,80,85,95,30,30,25,120,70,69,Slow,2,Field,Monster,50,20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,rhyhorn.png
146,146,112,Rhydon,1,Normal,Drill Pokémon,2,Ground,Rock,1.9,120,3,Lightning Rod,Rock Head,Reckless,485,105,130,120,45,45,40,60,70,170,Slow,2,Field,Monster,50,20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,rhydon.png
147,147,113,Chansey,1,Normal,Egg Pokémon,1,Normal,,1.1,34.6,3,Natural Cure,Serene Grace,Healer,450,250,5,5,35,105,50,30,140,395,Fast,1,Fairy,,0,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,chansey.png
148,148,114,Tangela,1,Normal,Vine Pokémon,1,Grass,,1,35,3,Chlorophyll,Leaf Guard,Regenerator,435,65,55,115,100,40,60,45,70,87,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,tangela.png
149,149,115,Kangaskhan,1,Normal,Parent Pokémon,1,Normal,,2.2,80,3,Early Bird,Scrappy,Inner Focus,490,105,95,80,40,80,90,45,70,172,Medium Fast,1,Monster,,0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,kangaskhan.png
150,150,115,Mega Kangaskhan,1,Normal,Parent Pokémon,1,Normal,,2.2,100,1,Parental Bond,,,590,105,125,100,60,100,100,45,70,207,Medium Fast,1,Monster,,0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,kangaskhan-mega.png
151,151,116,Horsea,1,Normal,Dragon Pokémon,1,Water,,0.4,8,3,Swift Swim,Sniper,Damp,295,30,40,70,70,25,60,225,70,59,Medium Fast,2,Dragon,Water 1,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,horsea.png
152,152,117,Seadra,1,Normal,Dragon Pokémon,1,Water,,1.2,25,3,Poison Point,Sniper,Damp,440,55,65,95,95,45,85,75,70,154,Medium Fast,2,Dragon,Water 1,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,seadra.png
153,153,118,Goldeen,1,Normal,Goldfish Pokémon,1,Water,,0.6,15,3,Swift Swim,Water Veil,Lightning Rod,320,45,67,60,35,50,63,225,70,64,Medium Fast,1,Water 2,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,goldeen.png
154,154,119,Seaking,1,Normal,Goldfish Pokémon,1,Water,,1.3,39,3,Swift Swim,Water Veil,Lightning Rod,450,80,92,65,65,80,68,60,70,158,Medium Fast,1,Water 2,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,seaking.png
155,155,120,Staryu,1,Normal,Star Shape Pokémon,1,Water,,0.8,34.5,3,Illuminate,Natural Cure,Analytic,340,30,45,55,70,55,85,225,70,68,Slow,1,Water 3,,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,staryu.png
156,156,121,Starmie,1,Normal,Mysterious Pokémon,2,Water,Psychic,1.1,80,3,Illuminate,Natural Cure,Analytic,520,60,75,85,100,85,115,60,70,182,Slow,1,Water 3,,,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,starmie.png
157,157,122,Mr. Mime,1,Normal,Barrier Pokémon,2,Psychic,Fairy,1.3,54.5,3,Soundproof,Filter,Technician,460,40,45,65,100,120,90,45,70,161,Medium Fast,1,Human-Like,,50,25,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,mr-mime.png
158,158,122,Galarian Mr. Mime,1,Normal,Dancing Pokémon,2,Psychic,Ice,1.4,56.8,3,Vital Spirit,Screen Cleaner,Ice Body,460,50,65,65,90,90,100,,,,Medium Fast,1,Human-Like,,,25,1,1,1,1,1,1,0.25,1.5,1,1,0.5,1,1,1.5,0,1,1.5,1,mr-mime-galarian.png
159,159,123,Scyther,1,Normal,Mantis Pokémon,2,Bug,Flying,1.5,56,3,Swarm,Technician,Steadfast,500,70,110,80,55,80,105,45,70,100,Medium Fast,1,Bug,,50,25,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,scyther.png
160,160,124,Jynx,1,Normal,Human Shape Pokémon,2,Ice,Psychic,1.4,40.6,3,Oblivious,Forewarn,Dry Skin,455,65,50,35,115,95,95,45,70,159,Medium Fast,1,Human-Like,,0,25,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,jynx.png
161,161,125,Electabuzz,1,Normal,Electric Pokémon,1,Electric,,1.1,30,2,Static,,Vital Spirit,490,65,83,57,95,85,105,45,70,172,Medium Fast,1,Human-Like,,75,25,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,electabuzz.png
162,162,126,Magmar,1,Normal,Spitfire Pokémon,1,Fire,,1.3,44.5,2,Flame Body,,Vital Spirit,495,65,95,57,100,85,93,45,70,173,Medium Fast,1,Human-Like,,75,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,magmar.png
163,163,127,Pinsir,1,Normal,Stag Beetle Pokémon,1,Bug,,1.5,55,3,Hyper Cutter,Mold Breaker,Moxie,500,65,125,100,55,70,85,45,70,175,Slow,1,Bug,,50,25,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,pinsir.png
164,164,127,Mega Pinsir,1,Normal,Stag Beetle Pokémon,2,Bug,Flying,1.7,59,1,Aerilate,,,600,65,155,120,65,90,105,45,70,210,Slow,1,Bug,,50,25,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,pinsir-mega.png
165,165,128,Tauros,1,Normal,Wild Bull Pokémon,1,Normal,,1.4,88.4,3,Intimidate,Anger Point,Sheer Force,490,75,100,95,40,70,110,45,70,172,Slow,1,Field,,100,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,tauros.png
166,166,129,Magikarp,1,Normal,Fish Pokémon,1,Water,,0.9,10,2,Swift Swim,,Rattled,200,20,10,55,15,20,80,255,70,40,Slow,2,Dragon,Water 2,50,5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,magikarp.png
167,167,130,Gyarados,1,Normal,Atrocious Pokémon,2,Water,Flying,6.5,235,2,Intimidate,,Moxie,540,95,125,79,60,100,81,45,70,189,Slow,2,Dragon,Water 2,50,5,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,gyarados.png
168,168,130,Mega Gyarados,1,Normal,Atrocious Pokémon,2,Water,Dark,6.5,305,1,Mold Breaker,,,640,95,155,109,70,130,81,45,70,224,Slow,2,Dragon,Water 2,50,5,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,gyarados-mega.png
169,169,131,Lapras,1,Normal,Transport Pokémon,2,Water,Ice,2.5,220,3,Water Absorb,Shell Armor,Hydration,535,130,85,80,85,95,60,45,70,187,Slow,2,Monster,Water 1,50,40,1,1,0,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,lapras.png
170,170,132,Ditto,1,Normal,Transform Pokémon,1,Normal,,0.3,4,2,Limber,,Imposter,288,48,48,48,48,48,48,35,70,101,Medium Fast,1,Ditto,,,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,ditto.png
171,171,133,Eevee,1,Normal,Evolution Pokémon,1,Normal,,0.3,6.5,3,Run Away,Adaptability,Anticipation,325,55,55,50,45,65,55,45,70,65,Medium Fast,1,Field,,87.5,35,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,eevee.png
172,172,133,Partner Eevee,1,Normal,Evolution Pokémon,1,Normal,,0.3,6.5,1,,,Anticipation,435,65,75,70,65,85,75,45,70,65,Medium Fast,0,,,87.5,35,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,eevee-lets-go.png
173,173,134,Vaporeon,1,Normal,Bubble Jet Pokémon,1,Water,,1,29,2,Water Absorb,,Hydration,525,130,65,60,110,95,65,45,70,184,Medium Fast,1,Field,,87.5,35,1,0.5,0,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,vaporeon.png
174,174,135,Jolteon,1,Normal,Lightning Pokémon,1,Electric,,0.8,24.5,2,Volt Absorb,,Quick Feet,525,65,65,60,110,95,130,45,70,184,Medium Fast,1,Field,,87.5,35,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,jolteon.png
175,175,136,Flareon,1,Normal,Flame Pokémon,1,Fire,,0.9,25,2,Flash Fire,,Guts,525,65,130,60,95,110,65,45,70,184,Medium Fast,1,Field,,87.5,35,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,flareon.png
176,176,137,Porygon,1,Normal,Virtual Pokémon,1,Normal,,0.8,36.5,3,Trace,Download,Analytic,395,65,60,70,85,75,40,45,70,79,Medium Fast,1,Mineral,,,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,porygon.png
